,dGr_prime,SD of dGr_prime
r_0812,-50.99611932958898,4.74007622405787
r_0813,-45.31883587387937,4.027968406677246
r_0815,-49.092768275971,3.396132176618866
r_0816,-26.587174689378305,1.842055820005389
r_0817,-21.45456260569668,2.1906701071568473
r_0818,0.08705913799689569,0.6676895618438721
r_0819,2.49170258620455,1.7137645483016968
r_0820,1.814904241441706,2.2542812824249268
r_0821,-6.1522293975547555,5.525298359054003
r_0831,0.773602945887518,0.6156896352767944
r_0832,-22.384251956257252,2.434843516804093
r_0841,-2.755258541132506,0.1503298934382085
r_0842,-13.81975689541559,1.1545508600407652
r_0843,-42.373524906343114,1.290116100425665
r_0844,-27.359346278748472,0.760829280480336
r_0845,-27.35936275824066,0.7608223099205885
r_0847,-27.359418910584374,0.7608614813861073
r_0848,-27.359360316834152,0.7608158844932622
r_0849,-27.359394191345867,0.7608626228243194
r_0850,-27.3496355566325,0.7608153962744548
r_0851,-3.851816409167551,1.1636608839035034
r_0852,,
r_0853,,
r_0854,-17.860865150526575,3.2977531006583254
r_0855,-12.137919840967939,11.00631517828789
r_0882,5.782927797742101,1.1959506273269653
r_0883,-33.30199725552156,2.880402372072674
r_0884,12.928771806289369,1.8476386070251465
r_0885,-2.6322188208721093,0.15030086933312553
r_0886,-15.70748776152615,0.819821940510568
r_0888,6.9438021930513045,0.5356374382972717
r_0889,8.704207885932618,2.015901803970337
r_0890,-6.166468212437149,1.0683839321136475
r_0891,31.462800306586267,1.0780538781134406
r_0892,-19.437210548152088,0.575176477432251
r_0893,4.504675737401222,0.2890390455722809
r_0902,-6.9438045772370955,0.5356383323669434
r_0903,-1.6205028985577101,0.15029394626617432
r_0904,-1.45681934155634,0.15030811727046967
r_0905,-38.8750454481568,2.3924129818145636
r_0906,-26.482019055403487,3.4602970361464185
r_0907,-6.943864039845909,0.5356321930885315
r_0908,-3.8440438367936838,6.842300870317673
r_0909,-21.221974443583775,22.929738998413086
r_0910,-35.267759812495534,0.6570730957804045
r_0911,-4.470725570892985,3.3588474952452185
r_0912,4.985924316602528,2.361487865447998
r_0913,-17.51942392518786,5.432889461517334
r_0914,-27.52994341957515,5.481977322348205
r_0915,-36.50369665498215,5.7749924659729
r_0916,-8.288506448163371,0.5740001414469318
r_0917,-10.25195760065178,0.3886758089065552
r_0918,-9.976415221165986,0.45297080278396606
r_0919,-14.934001413398699,3.782973527908325
r_0920,-14.934004274421833,3.782991647720337
r_0921,10.531281011034906,3.0342817306518555
r_0922,-398.50514429971076,2.150604807976525
r_0929,-99.6073472601461,5.153314113616943
r_0935,-68.85089902107737,13.638605673945408
r_0936,-99.81835143047336,5.259778022766113
r_0937,-99.78427503065963,5.259781360626221
r_0938,-177.19329909972225,11.533363898715448
r_0939,-124.8745232932928,11.58345890045166
r_0940,33.4471102396156,5.462233066558838
r_0941,,
r_0942,-1147.4786000673487,121.67797088623047
r_0943,-13.194567957792682,1.3393577395894647
r_0949,9.62083713686327,0.5053839087486267
r_0950,9.235691048071194,0.5053852796554565
r_0951,9.62311758656651,0.5053898692131042
r_0953,379.5611429297291,8.06352424621582
r_0954,-104.48546135056458,4.5656352043151855
r_0955,-119.79631933453223,5.060611724853516
r_0956,-119.76117838142471,5.060610771179199
r_0957,-48.604791489712255,2.773978859254664
r_0958,-6.367865999106478,0.6891484290764164
r_0959,-21.31153670462172,2.2389547644365493
r_0960,-37.590434953057425,2.5693841188681774
r_0961,-21.40652959406617,1.9717708826065063
r_0962,-26.311767056673638,0.5352466134932752
r_0963,-414.22751544319647,6.0695776653020035
r_0964,-116.16808258008255,0.3305137202925965
r_0965,-15.1266321262901,0.4125663345303117
r_0966,-29.827017610586076,0.4125683681628581
r_0967,-97.97244868708455,21.775268854790394
r_0968,-55.42601829847264,30.473636527498122
r_0969,-15.250002323336698,0.41256854216780403
r_0970,-61.86032688498639,2.9092960274813624
r_0971,-61.860488239406024,2.9093165624657362
r_0972,-61.86044561749004,2.9092900207682524
r_0973,-61.85808983722127,2.9093035006889054
r_0974,-61.86032603921904,2.9092972442645486
r_0975,-61.86032619180693,2.909296135737756
r_0976,-61.860484559426304,2.9093008491644103
r_0977,-61.86048837412357,2.909296150626564
r_0978,-61.8604700097753,2.909296002455055
r_0979,-61.860479927988195,2.9092947522803296
r_0982,-4.849324055128946,0.6056728959083557
r_0983,-16.05199196806012,2.03975005180088
r_0984,-1.220703097715159e-06,3.227369234082289e-05
r_0985,-42.032542853879576,31.083269267396986
r_0986,-51.46636720081695,29.09188132566447
r_0987,-35.3239169742145,4.293263149298599
r_0988,33.8933525094813,1.9172356560791288
r_0989,-36.07417195423461,2.409007632210628
r_0990,17.651586076568158,1.68992280960083
r_0992,-10.926396754936587,1.777244210243225
r_0993,-1.8389596277726235,3.3480723313602216
r_0995,,
r_0996,-9.069039109688624,1.0533705388466885
r_0997,-8.57247945811494,1.3080564412848743
r_0998,-49.26636502618105,38.490654295072986
r_0999,340.7805615326286,61.20008050153586
r_1000,-53.10877491892881,5.2422055323618935
r_1001,-44.962454680255036,28.601569273291698
r_1002,-44.99620012098735,28.601556815075583
r_1003,1.874232068675738,3.317314863204956
r_1004,-10.510994324978498,0.6273182034492493
r_1005,-10.5054447456614,0.6273277401924133
r_1006,-15.497873712157949,0.7424479573444139
r_1007,-15.50342550399946,0.7424546174031106
r_1008,-0.05206790186231558,0.0
r_1009,-0.027939675766134542,0.0
r_1010,-386.634505814915,7.556252650201553
r_1011,-386.63449315064844,7.556239077137122
r_1012,-154.3663616681654,4.819699555768082
r_1021,-7.9456455778033614,26.292428970336914
r_1022,-1.442285751350303,0.3724710941314697
r_1023,-37.876871175273095,1.4856453045341937
r_1024,-23.268047332763672,1.238463044166565
r_1025,46.93909531582226,0.6714405883218075
r_1026,-57.60637024479984,0.6874432359106365
r_1027,-122.25289023870967,2.899793948636454
r_1028,-277.02649392665916,0.33051407728550986
r_1029,-414.49418881233265,25.825181309169675
r_1030,-5.641180957071201,2.8987448742834503
r_1031,-30.52225681735236,1.1370155415492722
r_1032,,
r_1033,,
r_1034,,
r_1035,-8.459187363030196e-05,0.00019535447063390166
r_1036,-10.167399743228799,1.9271089828066092
r_1037,-310.56495304964704,3.694984471088603
r_1038,-10.40393934110465,1.3578746318817139
r_1039,-25.299852950009523,1.3578654527664185
r_1040,4.923187369119618,1.6960307359695435
r_1041,-17.692932166871472,2.4105184078216553
r_1042,,
r_1043,,
r_1045,-33.75782809351834,6.232306480407715
r_1046,-12.087317412151421,31.02399253845215
r_1047,-69.02102257982071,3.581993341445923
r_1048,-2.0883095681616624,1.0990519523620605
r_1049,6.19612965901986,0.8721680045127869
r_1050,-8.058704022936507,1.4840912818908691
r_1051,-10.758938099600982,0.4067566692829132
r_1054,5.236014465407511,0.5584134459495544
r_1055,-27.143136010821927,3.062469482421875
r_1056,-5.407163497168691,1.316430687904358
r_1057,,
r_1058,,
r_1063,3.848655900644605,1.1636525392532349
r_1065,3.8413719648491167,1.1636536121368408
r_1066,,
r_1067,,
r_1068,-13.888961103000321,1.495193065461536
r_1069,-2.507629212477837,0.15029965433044812
r_1070,-2.441406195430318e-06,5.453688572742976e-05
r_1071,4.882812390860636e-06,9.7534095402807e-05
r_1072,-1.3763559317250902,0.1503121256828308
r_1073,-1.3763547396321947,0.1503095179796219
r_1074,-7.650453246516722,1.622292399406433
r_1075,-18.15308367787281,4.960002647975562
r_1076,-22.805422408343823,3.7190600819719326
r_1077,-15.249328649189751,0.41258827378465196
r_1078,-15.24926338246931,0.4125619097695391
r_1079,-1.3777638455229209,0.15034055709838867
r_1080,-1.3777392884092734,0.15032893419265747
r_1081,-31.819604628518626,19.398386776562997
r_1082,6.488212547966939,73.6979682521855
r_1083,-65.68429396245674,12.309587478637695
r_1084,-2.502287187713367,0.150314699521696
r_1085,-35.70727963558774,0.3305129811961148
r_1086,-37.41876338905983,0.3305129811961148
r_1087,-1.148573097634575,2.827936887741089
r_1088,-1.149107557289316,2.8279361724853516
r_1089,,
r_1090,,
r_1091,-16.954805524136937,1.70723557472229
r_1092,19.101046471596817,0.5383965979152849
r_1093,-16.513451213231722,0.660072863272239
r_1094,-11.614515651941838,0.9628777766422356
r_1095,-3.6407578073981757,5.715301990509033
r_1096,12.553093390799896,9.406148819834925e-06
r_1097,-11.409892896277464,8.078156497504096e-06
r_1098,-15.973848365739522,6.10351571594947e-06
r_1099,-3.423253027804609,3.869358988595195e-05
r_1100,90.68926313740143,6.905339250806719e-05
r_1101,11.412074074351047,4.524679628096183e-06
r_1102,11.231502542091789,2.1579186437577744e-06
r_1103,23.95876647324709,2.2292460926109925e-05
r_1104,20.43107049038126,1.3931533460099277e-05
r_1106,-3.4261531272863763,0.0
r_1107,-9.12791361888001,9.578689059708267e-06
r_1108,6.85050809257091,0.0
r_1109,15.976846871138848,1.7528357520476537e-05
r_1110,0.0026715103803596207,0.00011185264156665653
r_1111,-1.1427477230310166,2.4291685476235837e-05
r_1112,-1.8196991589185032,4.1732160752872005e-05
r_1113,7.986924231367073,5.205908564676065e-06
r_1114,6.703097540806961,6.81711071592872e-06
r_1115,4.544213199018986,0.0
r_1116,-0.5880588738248271,2.158781638650805e-05
r_1118,3.4220474618430075,1.9213959603803232e-05
r_1119,18.25814075321002,1.0234769493245853e-05
r_1120,-11.532477303607337,2.9374257792369463e-05
r_1121,-412.18234753794366,9.082557517103851e-05
r_1122,-431.57915852781525,8.443171827821061e-05
r_1123,-412.1823369238193,4.221586277708411e-05
r_1124,-431.57913814806557,7.221776468213648e-05
r_1125,17.11484042898523,1.8054442697447555e-05
r_1126,1.8097922777873237,4.4834883738076314e-05
r_1127,4.850502628095953,8.506469748681411e-05
r_1128,0.03849011897543164,4.1732160752872005e-05
r_1129,54.377171742264736,5.371093357098289e-05
r_1130,-12.4486219048839,7.738477986514871e-05
r_1131,-25.692313151411806,7.738477986514871e-05
r_1132,15.97384495145538,1.1402308161785525e-05
r_1133,6.847233201763989,1.5182303422647398e-06
r_1134,13.691107484161641,1.281738150282763e-05
r_1135,14.832783111725796,1.3954911334440523e-05
r_1136,6.846492898377471,8.61006834696404e-06
r_1137,-4.685797495745135,8.068422892091238e-06
r_1138,3.4233738622861143,2.1001773347961716e-05
r_1139,14.832782196198451,1.2947511862546646e-05
r_1146,52.48549689032571,3.417968764551915e-05
r_1147,50.20351855236124,5.96023237449117e-05
r_1148,50.203525876579825,5.453688572742976e-05
r_1149,9.123352360343002,0.0
r_1151,-55.29075930888695,4.308925781515427e-05
r_1161,52.48550665595048,4.858337706536986e-05
r_1162,52.48550665595048,3.417968764551915e-05
r_1164,19.400742578121065,1.8640721464180388e-05
r_1165,-52.15828177225214,7.902579818619415e-05
r_1166,13.691793027217052,1.4314013242255896e-05
r_1167,17.853790066284596,1.2933118341607042e-05
r_1168,-90.15921088083675,1.141863231168827e-05
r_1169,20.537823258187018,4.461832941160537e-05
r_1170,22.819790186008824,1.685664574324619e-05
r_1171,10.268902451309499,8.352009389284672e-06
r_1172,-9.127913282328093,8.352009899681434e-06
r_1173,6.837602960669173,0.0
r_1174,-239.6074122279236,3.643753007054329e-05
r_1175,-13.246404987656588,4.688199309001836e-05
r_1176,6.839785151001261,6.072921369058959e-06
r_1177,14.832853933773055,1.7464482333770137e-05
r_1178,-1.1152247381904985,0.0
r_1179,-31.599647467427012,0.0
r_1180,-15.9738474502122,1.1783894478867296e-05
r_1181,-13.691871553655753,1.607613194209989e-05
r_1182,16.329366797480485,2.9900997105869465e-05
r_1183,9.123080018522282,8.364196772667203e-06
r_1184,18.244975153767847,7.450290292806214e-06
r_1185,-79.84300054332151,1.0793908193254025e-05
r_1186,10.217502199414824,1.1099130306346635e-05
r_1187,-39.80746302989001,1.0180025515210529e-05
r_1188,51.217354719704026,1.0180025515210529e-05
r_1189,39.935285090734034,0.0
r_1190,7.983982927667128,3.0364606845294796e-06
r_1191,17.11627248383375,1.7914624550030567e-05
r_1192,9.017409789941503,9.869971697263324e-06
r_1193,74.08424161234554,1.1783895615422254e-05
r_1194,13.681926229514787,0.0
r_1195,51.360366630286116,3.0364606845294796e-06
r_1196,10.266372502903884,3.0364606845294796e-06
r_1197,-51.32739301191779,2.749759108114639e-06
r_1198,62.73728470173181,2.749759108114639e-06
r_1199,12.543806222140299,2.5292334677506675e-06
r_1200,-48.477837918175695,1.3732062419581009e-05
r_1201,11.728583084180913,1.321449895911314e-05
r_1202,74.15604047533608,0.0
r_1203,-68.45109463042908,0.0
r_1204,79.8609863202431,0.0
r_1205,15.970166582444968,0.0
r_1206,8.557893445606997,4.272460955689894e-06
r_1207,6.846492898377471,4.2724609374999996e-06
r_1208,74.15438411704035,6.97745599609334e-06
r_1209,-68.44943827213332,6.9774556672202615e-06
r_1210,79.85932996194735,6.9774556672202615e-06
r_1211,15.969491208350039,6.9774556672202615e-06
r_1212,-79.85536570586687,1.2466533384985497e-05
r_1213,18.249878239401873,1.3270761050512026e-05
r_1214,13.687316230381018,0.0
r_1215,13.686692675450994,1.5599080283230135e-05
r_1216,11.409217265825891,8.038065912515824e-06
r_1217,9.10902275021355,8.10154049832659e-06
r_1218,11.393822534996094,3.7251451464031074e-06
r_1219,14.827044735153338,1.77001953125e-05
r_1220,62.722576298054605,8.544921911379788e-06
r_1221,-57.01763045314757,8.544921875e-06
r_1222,68.42752214296158,8.544921875e-06
r_1223,13.678810306630371,9.769200624090038e-06
r_1224,13.688245311952528,4.786495099291419e-06
r_1225,57.049453566257206,6.888054485898465e-05
r_1226,4.654431947350869,3.6600740713765845e-05
r_1227,26.242658283522868,1.821876410717688e-05
r_1228,-20.509108261486173,2.2215035642147996e-05
r_1229,29.545983798545134,2.7048970878240652e-05
r_1230,8.87343915282149,5.720398257835768e-05
r_1231,8.875644406527243,4.882812572759576e-05
r_1232,8.881020085109562,4.858337342739105e-05
r_1235,4.564242808950777,4.575092589220731e-06
r_1236,39.939760316322705,1.2145844266342465e-05
r_1237,-35.47664456280366,7.316267147666536e-06
r_1238,15.96779887492362,7.92723096182894e-06
r_1239,-9.820409041419712,6.072921369058959e-06
r_1241,19.398879255923536,3.6581335738332673e-06
r_1242,71.09651602439084,2.8957947506569326e-05
r_1243,-13.691871553655753,1.0896954336203635e-05
r_1244,2.7555260186023744,0.0
r_1245,-11.041675232185227,0.0
r_1249,0.00011247832374317035,0.0
r_1250,-15.971537203064791,1.872297616500873e-05
r_1251,14.830548034083433,1.87229756471899e-05
r_1252,-74.15865473576612,2.1255224791706356e-05
r_1253,13.691162389682948,9.082184554416116e-06
r_1254,4.564034640042134,4.315837287515549e-06
r_1255,27.38113513524124,3.43319363047491e-05
r_1256,39.35162077861799,3.397745604161173e-05
r_1257,17.109248536352965,1.1720498272504589e-05
r_1258,2.281865859639055,0.0
r_1259,-25.004290816289615,1.0553964784776326e-05
r_1260,23.86330164730823,1.0553965128046011e-05
r_1261,-119.55934178372566,1.1960399134683486e-05
r_1262,32.86232111130461,1.2145842738117918e-05
r_1263,-164.86570713826083,1.7263349150062195e-05
r_1264,4.681219536299507,3.281739554950036e-05
r_1265,3.4579807581606357,4.4834883738076314e-05
r_1266,7.226048012398678e-06,0.0
r_1267,-0.6988446551994407,0.0
r_1268,-7.980334340998667,4.575093498715432e-06
r_1269,13.386102469967568,2.5098737751250155e-05
r_1270,20.56831346694557,1.5572938015347988e-05
r_1271,-106.66077964791485,4.2215859139105305e-05
r_1272,5.680569545464004,0.0
r_1273,6.845935125998996,1.138672756698555e-06
r_1274,14.822659991281093,1.2947511862546646e-05
r_1275,-43.56595626545833,6.515628000528572e-05
r_1276,-25.699485034869017,6.092519391341689e-05
r_1277,2.2819781914105643,0.0
r_1278,6.10351571594947e-06,4.9959435273194686e-05
r_1449,,
r_1450,,
r_1451,,
r_1452,,
r_1453,,
r_1454,,
r_1455,,
r_1456,,
r_1457,,
r_1458,,
r_1479,,
r_1480,,
r_1481,,
r_1482,,
r_1483,,
r_1484,,
r_1485,,
r_1486,,
r_1487,,
r_1488,,
r_1509,,
r_1510,,
r_1511,,
r_1512,,
r_1513,,
r_1514,,
r_1515,,
r_1516,,
r_1517,,
r_1518,,
r_1542,,
r_1543,13.691793942744376,1.0080043466587085e-05
r_1545,,
r_1546,,
r_1547,,
r_1548,,
r_1549,,
r_1550,,
r_1551,,
r_1552,,
r_1553,,
r_1554,,
r_1560,-9.765624781721272e-06,6.83593752910383e-05
r_1562,0.0,2.9900997105869465e-05
r_1563,,
r_1564,,
r_1565,,
r_1566,,
r_1567,17.41024138364191,2.429168853268493e-05
r_1568,15.4034900321676,7.239487331389682e-06
r_1572,,
r_1573,-11.442918759785705,1.7531014236737974e-05
r_1574,17.143343330402256,1.5513020116486587e-05
r_1575,-13.691869417378856,4.272460955689894e-06
r_1576,20.53780504154009,4.315837031754199e-06
r_1577,,
r_1578,-11.409892299109906,4.272460955689894e-06
r_1579,17.114836921522492,7.4502909228613134e-06
r_1580,,
r_1581,,
r_1582,-9.127914113142497,8.732240530662239e-06
r_1583,13.69186926039245,9.498519830231089e-06
r_1585,8.557538852193064,0.0
r_1586,,
r_1587,1.220703097715159e-06,8.544921911379788e-06
r_1588,4.564670740830913,0.0
r_1589,,
r_1590,11.409891687886546,0.0
r_1591,-17.11483752952289,0.0
r_1595,13.69277359774582,1.29475120047573e-05
r_1596,15.403611814871105,3.0364608392119408e-06
r_1597,10.269204691491147,0.0
r_1598,,
r_1599,-11.409892910443814,1.2889839126728475e-05
r_1600,17.114837229347565,1.1815466677944642e-05
r_1601,90.69730172467771,8.004685514606535e-05
r_1603,,
r_1604,,
r_1605,-6.851332690782584,6.832036888226867e-06
r_1606,10.273515320451086,4.5078036237100605e-06
r_1607,17.10849913738776,1.1353195986885112e-05
r_1608,15.4035736088491,5.847819920745678e-06
r_1609,6.846122240434454,2.193023101426661e-05
r_1610,4.564095373416798,1.9262368368799798e-05
r_1611,8.551004532621732,9.10938160814112e-06
r_1613,-10.761695685094862,0.40673357248306274
r_1614,-10.763876990886684,0.4067362844944
r_1615,-10.761767239403689,0.4067344665527344
r_1616,-10.761526894483781,0.40673208236694336
r_1617,-10.761637973714661,0.40673863887786865
r_1618,-10.761650616563594,0.40674644708633423
r_1619,-10.75944708853914,0.4067471921443939
r_1620,-10.7590373065701,0.40675559639930725
r_1621,,
r_1622,14.976586675204658,2.2875462946103653e-06
r_1623,-34.82968057288285,2.930809259414673
r_1624,-26.95647280708149,2.9212124586768464
r_1625,,
r_1627,,
r_1628,23.541334778915882,1.0965115507133305e-05
r_1629,,
r_1630,,
r_1631,,
r_1632,-6.845935013158056,0.0
r_1633,4.563956675654791,0.0
r_1634,,
r_1635,0.0,0.0
r_1637,-3.662109293145477e-06,4.386045839055441e-05
r_1638,-19.397519811945436,1.8750313756754622e-05
r_1639,,
r_1640,8.557970826406827,0.0
r_1641,,
r_1642,19.052835560498373,1.2145844266342465e-05
r_1643,,
r_1644,0.0,3.4526696254033595e-05
r_1645,1.220703097715159e-06,3.6600740713765845e-05
r_1647,4.564407314541874,8.631674063508399e-06
r_1648,,
r_1649,,
r_1650,,
r_1651,,
r_1652,0.011560873435421115,4.162490222370252e-05
r_1654,,
r_1656,1.8310546465727384e-06,2.654152012837585e-05
r_1657,12.39948989397119,9.150185760842866e-06
r_1658,13.558325498802429,6.274683983065188e-06
r_1659,-2.281581152445966,1.999075902858749e-05
r_1660,0.0,3.4526696254033595e-05
r_1661,2.441406195430318e-06,2.4291684894706123e-05
r_1663,,
r_1664,-21.13072767485185,1.863337208203711
r_1665,-6.258009419786809,1.863337208203711
r_1667,-6.258009419786809,1.863337208203711
r_1668,-6.351976776123047,1.863337208203711
r_1669,0.0,0.0
r_1671,,
r_1672,,
r_1673,17.115740568190294,1.7617790945223533e-05
r_1674,-2.281779854107036,3.0338140277308412e-05
r_1675,1.220703097715159e-06,4.046773392474279e-05
r_1676,412.18234703341614,8.06403550086543e-05
r_1677,412.1823261240115,9.376398520544171e-05
r_1678,412.1823207206953,6.417694385163486e-05
r_1679,431.5791458162566,7.658392132725567e-05
r_1680,431.57915176232075,6.454738468164578e-05
r_1681,431.5791317105668,8.799229544820264e-05
r_1682,-396.9061366761282,31.332788461387032
r_1683,,
r_1684,15.97384698754292,1.7220138033735566e-05
r_1685,-184.76285391725114,7.456299781799316
r_1686,5.828307373494358,6.072922133171232e-06
r_1687,,
r_1688,0.028296463363492563,3.9906910387799144e-05
r_1689,-1.213391663798852,4.844131035497412e-05
r_1690,-18.850061295500694,2.066303253173828
r_1691,0.0,0.0
r_1694,0.0,0.0
r_1695,0.0,0.0
r_1696,0.0,0.0
r_1697,0.0,0.0
r_1698,0.0,4.882812572759576e-05
r_1699,-1.220703097715159e-06,4.046773392474279e-05
r_1700,-36.281830365645604,4.032017750432715e-05
r_1702,,
r_1703,-1.3720732886375338,0.1503104418516159
r_1704,-1.374144771523948,0.15030746161937714
r_1705,,
r_1706,,
r_1707,11.409817255808635,3.036461066585616e-06
r_1708,12.196902773907972,0.0
r_1709,,
r_1710,,
r_1711,,
r_1712,,
r_1713,14.839871131165765,2.726844286371488e-05
r_1714,,
r_1715,,
r_1716,,
r_1717,15.97384505212852,1.7220136214746162e-05
r_1718,,
r_1719,11.409817866160184,3.0364608392119408e-06
r_1720,0.0,1.7263348127016798e-05
r_1721,-2.441406195430318e-06,3.4440272429492325e-05
r_1722,-22.69973404279797,0.5803369271631548
r_1723,-22.69985360693082,0.5803304942147269
r_1724,-22.699720765566088,0.5803478557149611
r_1725,-22.69971512939103,0.5803429548027385
r_1726,2.441406195430318e-06,5.453688572742976e-05
r_1727,,
r_1728,14.83600053015318,1.3981580195832066e-05
r_1729,-1.3757933283554813,0.1503128558397293
r_1730,,
r_1731,14.832860593364487,1.3647875675815158e-05
r_1732,14.83192735557496,1.135319507739041e-05
r_1733,13.675279388118842,1.3472740647557657e-05
r_1734,-15.247222341532323,0.4125815398046112
r_1735,13.683367086965927,4.49746130470885e-06
r_1736,-2.4953199463739946,1.768083097415446
r_1737,-1.220703097715159e-06,2.7268444682704285e-05
r_1738,22.21300932199338,1.1720498150680214e-05
r_1739,-32.71072794533193,2.574996689040581
r_1743,32.49086607699342,1.4261867363529745e-05
r_1744,-35.20744327844412,0.6570649267016372
r_1745,22.22164173983534,6.072922133171232e-06
r_1746,-8.67731005561242,2.1107929569552653e-05
r_1747,1.3721245978666374,0.0
r_1748,-6.103515488575795e-07,3.9076800021575764e-05
r_1749,,
r_1750,15.589844674153937,0.0
r_1751,2.441406195430318e-06,1.7089843822759576e-05
r_1752,-5.4931642807787284e-06,3.353602733113803e-05
r_1753,,
r_1754,1.220703143189894e-05,7.221776468213648e-05
r_1757,,
r_1758,9.765624781721272e-06,5.899924872210249e-05
r_1759,-50.203525876579825,8.093547512544319e-05
r_1761,,
r_1762,-6.845934937097162,7.591152098029852e-07
r_1763,10.26890267207935,1.0681152389224735e-06
r_1764,,
r_1765,,
r_1766,43.71277963094657,3.610372368711978e-05
r_1770,21.683933307444544,1.3270760064187925e-05
r_1771,26.247886626436536,1.7089843822759576e-05
r_1772,30.811842692010725,2.7802836484625004e-05
r_1774,35.37580608180339,2.0823636077693664e-05
r_1775,33.094260883874114,2.8491065677371807e-05
r_1776,17.12375326151177,1.6988728020805866e-05
r_1777,30.814827435598236,2.3567790776723996e-05
r_1788,,
r_1790,11.428675670126838,0.15033040583796017
r_1791,,
r_1792,,
r_1793,,
r_1794,-1.7129316078076933,0.0
r_1795,1.142685803435148,0.0
r_1796,2.2846583254507777,6.072922133171232e-06
r_1797,-15.207801897806002,0.41257761045256625
r_1798,,
r_1800,,
r_1801,62.07531546023973,3.31168484990485e-05
r_1802,8.544921911379788e-06,3.1145875254878774e-05
r_1803,-111.53140075312885,1.2145844266342465e-05
r_1805,-68.45916265573487,1.5854460798436776e-05
r_1806,,
r_1807,,
r_1808,,
r_1809,12.209403337601213,1.7089843822759576e-05
r_1810,,
r_1811,8.535053253493622,0.0
r_1812,6.8459348771469815,4.884600457444321e-06
r_1813,4.563956062874589,7.72454950492829e-06
r_1814,,
r_1815,,
r_1816,-1.141026089127621,0.0
r_1817,1.1410124643019088,0.0
r_1818,,
r_1819,8.540611905879931,3.036461066585616e-06
r_1820,,
r_1821,-15.249423390003553,0.4125750033650663
r_1822,22.246594111667207,8.29150576464599e-06
r_1823,14.83190931384187,8.106927452899981e-06
r_1824,1.1409891689813991,0.0
r_1825,0.0,0.0
r_1826,-4.849203968170961,0.0
r_1827,-1.1409891689813991,0.0
r_1829,0.0,0.0
r_1830,1.1409891689814058,0.0
r_1831,-5.704945844907009,0.0
r_1832,0.0,0.0
r_1833,-6.713867151120212e-06,5.9892252465942875e-05
r_1834,,
r_1835,35.37878411152397,1.8218765035271645e-05
r_1836,33.097507837729864,2.438352385070175e-05
r_1837,15.699098568871609,1.4938035747036338e-05
r_1838,-45.22812613484409,1.5743522195758362
r_1839,0.0,0.0
r_1840,66.81467230355844,7.221777195809409e-05
r_1841,,
r_1842,4.544416478867705,1.079390767699806e-05
r_1843,,
r_1844,15.403355439878043,1.685664574324619e-05
r_1845,-10.268901733386782,1.6704019799362868e-05
r_1846,13.697047887209326,9.406148819834925e-06
r_1847,,
r_1848,13.675242570825336,1.2489856999309268e-05
r_1849,0.0,6.905339250806719e-05
r_1850,-15.249641358439439,0.41257750023977463
r_1851,460.67448906762024,6.888055213494226e-05
r_1852,460.67448519602453,7.815360004315153e-05
r_1853,460.67447399437555,6.341785046970472e-05
r_1854,460.6744668486281,0.00010121535888174549
r_1855,460.6744410661732,5.285800216370262e-05
r_1856,480.0713171473351,8.06403550086543e-05
r_1857,480.0712949651929,5.960232738289051e-05
r_1858,480.0712935291687,4.221586277708411e-05
r_1859,480.0712912662339,5.720397530240007e-05
r_1860,480.0712630423728,3.860202195937745e-05
r_1861,,
r_1862,,
r_1863,-13.69187155355556,1.3901420061301906e-05
r_1864,20.537804431043526,1.1402307791286148e-05
r_1865,,
r_1866,,
r_1867,,
r_1868,-11.409890163865791,1.2111288015148602e-05
r_1869,17.114839060413082,1.2857284673373215e-05
r_1870,,
r_1871,7.831461047490422,4.791863063399465
r_1872,-25.244814049373726,3.646682678678458
r_1873,,
r_1874,-11.967350883066388,8.929977411753498e-06
r_1875,,
r_1876,13.691867793500656,4.272460955689894e-06
r_1877,11.409884063591816,5.276982392388163e-06
r_1878,,
r_1879,,
r_1880,,
r_1881,,
r_1882,-25.673478937665667,1.5628904293407686e-05
r_1883,,
r_1884,13.665398755009342,2.2706391973770224e-05
r_1885,9.11237000176034,1.0553964784776326e-05
r_1886,,
r_1887,12.218703993622507,3.7979757370017087
r_1889,,
r_1890,0.0,4.315837031754199e-06
r_1891,,
r_1892,7.629394360719743e-08,3.4953950489580166e-06
r_1893,,
r_1895,10.258865666983205,3.036461066585616e-06
r_1896,,
r_1897,,
r_1898,-22.23928305701839,0.0
r_1899,,
r_1900,,
r_1901,4.576227952156927,1.363422143185744e-05
r_1902,,
r_1903,,
r_1904,,
r_1905,15.401522881864047,7.546547749370802e-06
r_1906,,
r_1907,9.155273232863692e-07,8.30728549772175e-06
r_1908,15.973842000370775,1.5452866136911325e-05
r_1909,,
r_1910,13.691120091212943,1.6148384020198137e-05
r_1911,,
r_1912,,
r_1913,,
r_1914,,
r_1915,,
r_1916,,
r_1919,25.656180871906578,9.386325473315082e-06
r_1920,557.6586250023704,6.406947068171576e-05
r_1921,557.6586298815677,4.607649316312745e-05
r_1922,557.6586254632552,5.315318048815243e-05
r_1923,557.6586175266908,2.8523732908070087e-05
r_1924,557.6585996877545,6.644427048740909e-05
r_1925,577.0554414854062,6.888054485898465e-05
r_1926,577.0554439231969,5.1732477004406974e-05
r_1927,577.0554425566421,7.212485797936097e-05
r_1928,577.0555108722641,7.622310658916831e-05
